url_path,views_total,views_unique
/ThisCrashesYouOnPhone/aScrobble,20,15
/ThisCrashesYouOnPhone/aScrobble/releases,2,2
/ThisCrashesYouOnPhone/aScrobble/issues,1,1
/ThisCrashesYouOnPhone/aScrobble/releases/tag/v1.1.3,1,1
